"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
50000,55771.8153894394,59538.1521320918,60242.0448278963,47918.8689385751,50086.0426789168,49624.7502764247,55800.0767962234,63586.6999007423,87924.9909403313,76328.8493950224,107534.66872798,117555.727619253,130344.303669178,109769.086410551,152176.502132547,151474.985604343,209448.355458854,208536.758525754,242410.287911653,264725.726060412,241133.392851333,324017.15632441,359550.029561099,317992.539732963
230000,216821.539994479,376743.810681581,273453.609397362,292634.785360754,407940.502213846,526967.866013782,477754.22578665,422088.201720544,509549.397307211,536936.920624923,501388.376640823,577499.790436056,361330.602525553,314482.714039389,563644.445755479,395070.881231789,424633.288719738,339967.110234864,512178.122247051,606743.757906136,624608.110677376,655774.397236582,487537.142198596,498618.647425537
