"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0,0,52.9,108.849378036751,165.01917512495,213.483248991758,259.787772553913,293.136412224607,338.94966675324,363.637452347062,392.621849090031,426.900614278638,460.759353529221,489.722320961233,532.285883570804,565.0182394218,594.761240777026,618.515061148273,654.36354446776,669.298340000086
0,230,271.049650162768,280.016783334684,299.638736253863,313.246336190804,333.637787668547,345.592801289363,377.622912615948,390.647040960038,411.649086934695,440.321098803866,470.122950114604,496.171537419301,536.696601895716,567.98606816692,596.738152539826,619.826632969209,655.210993237516,669.859249344596
1000,540,429.168340488038,384.671687921894,377.52844236177,371.548563610798,377.21357831208,377.158955925479,400.898790226007,407.120763998101,423.295995305753,448.548958360393,475.875303185346,500.141912440151,539.413144118055,569.816320267715,597.958309372645,620.636606644614,655.734404393934,670.205813266397
0,230,271.049650162768,280.016783334684,299.638736253863,313.246336190804,333.637787668547,345.592801289363,377.622912615948,390.647040960038,411.649086934695,440.321098803866,470.122950114604,496.171537419301,536.696601895716,567.98606816692,596.738152539826,619.826632969209,655.210993237516,669.859249344596
0,0,52.9,108.849378036751,165.01917512495,213.483248991758,259.787772553913,293.136412224607,338.94966675324,363.637452347062,392.621849090031,426.900614278638,460.759353529221,489.722320961233,532.285883570804,565.0182394218,594.761240777026,618.515061148273,654.36354446776,669.298340000086
